,UniqueID,Goal,Target,Indicator,SeriesCode,SeriesDescription,Source,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,
1395,SI_POV_NAHC          ALLAREA               ,1.0,1.2,1.2.1,SI_POV_NAHC,Proportion of population living below the national poverty line (%),"World Development Indicators database, World Bank",,,59.3,,,,,,,,
1396,SI_POV_NAHC          RURAL               ,1.0,1.2,1.2.1,SI_POV_NAHC,Proportion of population living below the national poverty line (%),"World Development Indicators database, World Bank",,,76.1,,,,,,,,
1397,SI_POV_NAHC          URBAN               ,1.0,1.2,1.2.1,SI_POV_NAHC,Proportion of population living below the national poverty line (%),"World Development Indicators database, World Bank",,,42.2,,,,,,,,
1398,SI_RMT_COST                         ,10.0,10.c,10.c.1,SI_RMT_COST,Remittance costs as a proportion of the amount remitted (%),"World Development Indicators database, World Bank.",,,,4.7,,4.99,5.24,3.99,,,
1399,SL_CPA_YEMP                         ,8.0,8.b,8.b.1,SL_CPA_YEMP,"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy", ILO estimates based on information collected directly from national governments. ,,,,,,,,3.0,3.0,,
1400,SL_DOM_TSPD FEMALE         ALLAREA        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,17.76702,,,19.48273,,,,,
1401,SL_DOM_TSPD FEMALE         ALLAREA        15-24       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,14.39349,,,16.82578,,,,,
1402,SL_DOM_TSPD FEMALE         ALLAREA        25-44       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,22.21733,,,23.42947,,,,,
1403,SL_DOM_TSPD FEMALE         ALLAREA        45-54       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,18.00596,,,20.41716,,,,,
1404,SL_DOM_TSPD FEMALE         ALLAREA        55-64       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,16.98429,,,17.88754,,,,,
1405,SL_DOM_TSPD FEMALE         ALLAREA        65+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,9.56581,,,11.96579,,,,,
1406,SL_DOM_TSPD FEMALE         RURAL        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,19.28244,,,20.56459,,,,,
1407,SL_DOM_TSPD FEMALE         URBAN        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,16.4445,,,18.50177,,,,,
1408,SL_DOM_TSPD MALE         ALLAREA        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,2.35751,,,2.60537,,,,,
1409,SL_DOM_TSPD MALE         ALLAREA        15-24       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,1.78265,,,1.92366,,,,,
1410,SL_DOM_TSPD MALE         ALLAREA        25-44       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,2.89354,,,3.31467,,,,,
1411,SL_DOM_TSPD MALE         ALLAREA        45-54       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,2.09881,,,2.53858,,,,,
1412,SL_DOM_TSPD MALE         ALLAREA        55-64       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,2.10466,,,2.75748,,,,,
1413,SL_DOM_TSPD MALE         ALLAREA        65+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,2.93981,,,2.21008,,,,,
1414,SL_DOM_TSPD MALE         RURAL        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,1.75908,,,2.12619,,,,,
1415,SL_DOM_TSPD MALE         URBAN        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPD,"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,2.89503,,,3.09282,,,,,
1416,SL_DOM_TSPDCW FEMALE         ALLAREA        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPDCW,"Proportion of time spent on unpaid care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,4.26033,,,4.43035,,,,,
1417,SL_DOM_TSPDCW MALE         ALLAREA        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPDCW,"Proportion of time spent on unpaid care work, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,0.80815,,,0.94705,,,,,
1418,SL_DOM_TSPDDC FEMALE         ALLAREA        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,13.50669,,,15.05238,,,,,
1419,SL_DOM_TSPDDC MALE         ALLAREA        15+       ,5.0,5.4,5.4.1,SL_DOM_TSPDDC,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",,,1.54935,,,1.65832,,,,,
1420,SL_EMP_EARN BOTHSEX              isco08          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,12.8,14.1,14.2,14.1,14.3,14.4,,,,,
1421,SL_EMP_EARN BOTHSEX              isco08-0          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,,18.8,,,16.2,21.7,,,,,
1422,SL_EMP_EARN BOTHSEX              isco08-1          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,42.3,43.4,45.7,39.9,35.7,38.4,,,,,
1423,SL_EMP_EARN BOTHSEX              isco08-2          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,30.5,32.0,33.1,36.9,40.2,39.9,,,,,
1424,SL_EMP_EARN BOTHSEX              isco08-3          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,28.2,22.7,25.4,23.6,26.5,24.9,,,,,
1425,SL_EMP_EARN BOTHSEX              isco08-4          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,16.0,19.0,19.5,20.0,20.6,21.1,,,,,
1426,SL_EMP_EARN BOTHSEX              isco08-5          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,11.0,12.5,11.6,13.0,12.7,13.3,,,,,
1427,SL_EMP_EARN BOTHSEX              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,,8.6,7.9,8.3,8.7,8.6,,,,,
1428,SL_EMP_EARN BOTHSEX              isco08-7          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,11.6,11.4,12.1,11.2,11.5,11.5,,,,,
1429,SL_EMP_EARN BOTHSEX              isco08-8          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,12.5,13.7,13.6,14.1,14.4,14.9,,,,,
1430,SL_EMP_EARN BOTHSEX              isco08-9          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,7.2,8.7,7.8,7.6,7.9,8.1,,,,,
1431,SL_EMP_EARN FEMALE              isco08          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,14.0,16.0,15.5,16.7,16.1,16.7,,,,,
1432,SL_EMP_EARN FEMALE              isco08-1          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,30.3,42.6,39.6,38.1,28.5,31.4,,,,,
1433,SL_EMP_EARN FEMALE              isco08-2          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,27.8,30.8,31.4,36.6,38.8,39.1,,,,,
1434,SL_EMP_EARN FEMALE              isco08-3          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,26.8,21.5,21.5,20.8,23.3,21.4,,,,,
1435,SL_EMP_EARN FEMALE              isco08-4          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,16.2,18.5,17.6,18.8,20.0,20.7,,,,,
1436,SL_EMP_EARN FEMALE              isco08-5          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,10.3,11.8,10.2,11.6,10.6,11.4,,,,,
1437,SL_EMP_EARN FEMALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,,3.8,6.8,7.3,10.4,7.9,,,,,
1438,SL_EMP_EARN FEMALE              isco08-7          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,7.2,9.0,8.5,8.5,8.0,8.1,,,,,
1439,SL_EMP_EARN FEMALE              isco08-8          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,10.5,14.3,11.9,13.8,13.6,15.0,,,,,
1440,SL_EMP_EARN FEMALE              isco08-9          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,7.0,9.2,7.8,7.7,7.9,8.5,,,,,
1441,SL_EMP_EARN MALE              isco08          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,12.3,13.2,13.6,13.0,13.5,13.5,,,,,
1442,SL_EMP_EARN MALE              isco08-0          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,,18.8,,,16.2,21.7,,,,,
1443,SL_EMP_EARN MALE              isco08-1          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,49.8,43.2,47.3,41.0,40.0,41.3,,,,,
1444,SL_EMP_EARN MALE              isco08-2          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,34.1,33.9,35.6,37.4,42.1,40.9,,,,,
1445,SL_EMP_EARN MALE              isco08-3          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,28.8,23.6,27.6,25.2,28.5,28.0,,,,,
1446,SL_EMP_EARN MALE              isco08-4          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,15.8,19.5,21.4,21.3,21.1,21.5,,,,,
1447,SL_EMP_EARN MALE              isco08-5          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,11.6,13.1,12.5,13.9,14.3,14.5,,,,,
1448,SL_EMP_EARN MALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,,8.7,8.0,8.3,8.6,8.7,,,,,
1449,SL_EMP_EARN MALE              isco08-7          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,11.9,11.9,12.5,11.5,11.9,11.9,,,,,
1450,SL_EMP_EARN MALE              isco08-8          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,12.9,13.6,13.8,14.1,14.5,14.9,,,,,
1451,SL_EMP_EARN MALE              isco08-9          ,8.0,8.5,8.5.1,SL_EMP_EARN,Average hourly earnings of employees by sex and occupation (local currency),LFS - Monthly Employment and Income Survey,7.2,8.6,7.8,7.5,7.8,7.9,,,,,
1452,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,Labour share of GDP (%),"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",39.9,39.7,38.1,38.3,38.4,38.8,,,,,
1453,SL_EMP_PCAP                         ,8.0,8.2,8.2.1,SL_EMP_PCAP,Annual growth rate of real GDP per employed person (%),"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",-7.8,8.8,0.1,1.3,-1.0,-0.5,-0.1,0.6,,,
1454,SL_ISV_IFEM BOTHSEX                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,96.8,96.5,95.9,95.4,95.6,95.8,95.9,94.1,,,
1455,SL_ISV_IFEM BOTHSEX                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,75.9,73.4,69.9,71.6,72.4,72.8,73.0,72.2,,,
1456,SL_ISV_IFEM BOTHSEX                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,82.7,80.5,78.1,79.2,79.2,80.1,80.6,79.0,,,
1457,SL_ISV_IFEM FEMALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,97.8,95.1,96.5,96.8,96.0,96.7,95.8,95.7,,,
1458,SL_ISV_IFEM FEMALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,81.8,78.1,76.3,76.2,78.4,78.3,79.6,76.9,,,
1459,SL_ISV_IFEM FEMALE                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,83.8,79.8,78.6,78.2,80.1,80.2,81.5,79.0,,,
1460,SL_ISV_IFEM MALE                    ISIC4_A    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,96.6,96.7,95.8,95.2,95.5,95.7,95.9,93.8,,,
1461,SL_ISV_IFEM MALE                    NONAGR    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,70.6,69.4,64.5,68.0,67.6,68.5,67.7,68.6,,,
1462,SL_ISV_IFEM MALE                    TOTAL    ,8.0,8.3,8.3.1,SL_ISV_IFEM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",LFS - Monthly Employment and Income Survey,82.0,81.0,77.8,79.7,78.7,80.1,80.1,79.0,,,
1463,SL_LBR_NTLCPL                         ,8.0,8.8,8.8.2,SL_LBR_NTLCPL,Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation,ILO calculations based on information from ILO textual sources.,,,,5.94,5.79,4.84,5.04,,,,
1464,SL_TLF_CHLDEA BOTHSEX                 7-17       ,8.0,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",UNICEF and ILO calculations,,8.1,,,,,,,,,
1465,SL_TLF_CHLDEA FEMALE                 7-17       ,8.0,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",UNICEF and ILO calculations,,4.6,,,,,,,,,
1466,SL_TLF_CHLDEA MALE                 7-17       ,8.0,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",UNICEF and ILO calculations,,11.4,,,,,,,,,
1467,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),GTM - LFS - Monthly Employment and Income Survey,13.4,11.74,13.97,12.82,13.49,12.73,,,,,
1468,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",LFS - Monthly Employment and Income Survey,22.5,26.9,26.4,26.5,27.3,27.3,,,,,
1469,SL_TLF_NEET FEMALE                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",LFS - Monthly Employment and Income Survey,38.6,43.7,44.0,46.8,45.8,46.7,,,,,
1470,SL_TLF_NEET MALE                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",LFS - Monthly Employment and Income Survey,5.4,8.9,8.0,6.4,8.2,7.1,,,,,
1471,SL_TLF_UEM BOTHSEX                 15+       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,2.8,3.0,2.7,2.5,2.6,2.5,,,,,
1472,SL_TLF_UEM BOTHSEX                 15-24       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,4.7,5.6,5.9,5.7,5.7,5.0,,,,,
1473,SL_TLF_UEM BOTHSEX                 25+       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,2.0,2.0,1.5,1.2,1.4,1.5,,,,,
1474,SL_TLF_UEM FEMALE                 15+       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,3.4,3.6,3.4,3.5,3.5,3.5,,,,,
1475,SL_TLF_UEM FEMALE                 15-24       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,6.5,5.9,8.5,10.1,8.2,8.1,,,,,
1476,SL_TLF_UEM FEMALE                 25+       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,2.3,2.9,1.6,1.3,1.8,2.0,,,,,
1477,SL_TLF_UEM MALE                 15+       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,2.4,2.7,2.4,2.0,2.1,1.9,,,,,
1478,SL_TLF_UEM MALE                 15-24       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,3.8,5.5,4.6,3.8,4.5,3.7,,,,,
1479,SL_TLF_UEM MALE                 25+       ,8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age (%)",LFS - Monthly Employment and Income Survey,1.8,1.6,1.5,1.2,1.2,1.2,,,,,
1480,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,Total deaths and disappearances recorded during migration (number),IOM Missing Migrant Project,,,0.0,1.0,5.0,0.0,4.0,3.0,2.0,,
1481,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",41.821,42.429,46.997,63.237,75.616,96.177,110.778,129.344,136.894,,
1482,SN_ITK_DEFC                         ,2.0,2.1,2.1.1,SN_ITK_DEFC,Prevalence of undernourishment (%),"FAO, Statistics Division",17.0,17.6,17.7,17.3,16.4,16.3,16.0,16.8,,,
1483,SN_ITK_DEFCN                         ,2.0,2.1,2.1.1,SN_ITK_DEFCN,Number of undernourish people (millions),"FAO, Statistics Division",2.6,2.7,2.8,2.8,2.7,2.8,2.8,2.9,,,
1484,SN_STA_OVWGT                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGT,Proportion of children moderately or severely overweight (%),"Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala, 2015.",,,,4.9,,,,,,,
1485,SN_STA_OVWGTN                  <5Y       ,2.0,2.2,2.2.2,SN_STA_OVWGTN,Children moderately or severely overweight (thousands),"Source: Joint Child Malnutrition Estimates (2021 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",104.4,104.1,104.2,104.2,104.9,105.3,105.4,105.7,106.2,,
1486,SP_ACS_BSRVH2O          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2021)",91.0,91.0,92.0,92.0,92.0,93.0,93.0,94.0,94.0,,
1487,SP_ACS_BSRVH2O          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2021)",86.0,86.0,87.0,87.0,88.0,88.0,89.0,90.0,90.0,,
1488,SP_ACS_BSRVH2O          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVH2O,"Proportion of population using basic drinking water services, by location (%)","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2021)",97.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,98.0,,
1489,SP_ACS_BSRVSAN          ALLAREA               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2021)",66.0,66.0,66.0,67.0,67.0,67.0,67.0,68.0,68.0,,
1490,SP_ACS_BSRVSAN          RURAL               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2021)",52.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,56.0,,
1491,SP_ACS_BSRVSAN          URBAN               ,1.0,1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2021)",80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,,
1492,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 years)",Guatemala 2014-2015 Encuesta Nacional de Salud Materno Infantil,,91.7,,,,,,,,,
1493,SP_DYN_ADKL FEMALE                 15-19       ,3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 years)",Registration UNSD & WPP2019,,,84.8,81.2,78.9,78.2,77.4,,,,
1494,SP_DYN_MRBF15 FEMALE                 20-24       ,5.0,5.3,5.3.1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),DHS ,,,,6.2,,,,,,,
1495,SP_DYN_MRBF18 FEMALE                 20-24       ,5.0,5.3,5.3.1,SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union before age 18 (%),DHS ,,,,29.5,,,,,,,
1496,SP_GNP_WNOWNS                         ,5.0,5.a,5.a.1,SP_GNP_WNOWNS,"Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)",Demographic and Health Survey,,,36.05041,,,,,,,,
1497,SP_LGL_LNDAGSEC BOTHSEX                        ,5.0,5.a,5.a.1,SP_LGL_LNDAGSEC,"Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)",Demographic and Health Survey,,,28.976,,,,,,,,
1498,SP_LGL_LNDAGSEC FEMALE                        ,5.0,5.a,5.a.1,SP_LGL_LNDAGSEC,"Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)",Demographic and Health Survey,,,19.852,,,,,,,,
1499,SP_LGL_LNDAGSEC MALE                        ,5.0,5.a,5.a.1,SP_LGL_LNDAGSEC,"Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)",Demographic and Health Survey,,,39.109,,,,,,,,
