,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value,UniqueIDNew
3842,EN_SCP_FRMN                      ADVANCED   ,12.0,12.6,12.6.1,EN_SCP_FRMN,2020.0,0.0,EN_SCP_FRMNADVANCED
3845,SE_GCEDESD_CUR                         ,12.0,12.8,12.8.1,SE_GCEDESD_CUR,2020.0,,SE_GCEDESD_CUR
3848,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2012.0,99.191,EG_EGY_RNEW
3849,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2013.0,105.571,EG_EGY_RNEW
3850,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2014.0,111.457,EG_EGY_RNEW
3851,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2015.0,134.028,EG_EGY_RNEW
3852,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2016.0,160.833,EG_EGY_RNEW
3853,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2017.0,162.749,EG_EGY_RNEW
3854,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2018.0,172.89700000000005,EG_EGY_RNEW
3855,EG_EGY_RNEW                         ,12.0,12.a,12.a.1,EG_EGY_RNEW,2019.0,163.262,EG_EGY_RNEW
3856,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2012.0,0.0,ST_EEV_STDACCT
3857,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2013.0,0.0,ST_EEV_STDACCT
3858,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2014.0,0.0,ST_EEV_STDACCT
3859,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2015.0,0.0,ST_EEV_STDACCT
3860,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2016.0,0.0,ST_EEV_STDACCT
3861,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2017.0,0.0,ST_EEV_STDACCT
3862,ST_EEV_STDACCT                         ,12.0,12.b,12.b.1,ST_EEV_STDACCT,2018.0,0.0,ST_EEV_STDACCT
3883,ER_FFS_CMPT_PC                         ,12.0,12.c,12.c.1,ER_FFS_CMPT_PC,2015.0,9.42149,ER_FFS_CMPT_PC
3884,ER_FFS_CMPT_PC                         ,12.0,12.c,12.c.1,ER_FFS_CMPT_PC,2016.0,10.26046,ER_FFS_CMPT_PC
3885,ER_FFS_CMPT_PC                         ,12.0,12.c,12.c.1,ER_FFS_CMPT_PC,2017.0,10.82005,ER_FFS_CMPT_PC
3886,ER_FFS_CMPT_PC                         ,12.0,12.c,12.c.1,ER_FFS_CMPT_PC,2018.0,11.23688,ER_FFS_CMPT_PC
3887,ER_FFS_CMPT_PC                         ,12.0,12.c,12.c.1,ER_FFS_CMPT_PC,2019.0,11.54329,ER_FFS_CMPT_PC
3974,VC_DSR_PDLN                         ,13.0,13.1,13.1.1,VC_DSR_PDLN,2016.0,42639.0,VC_DSR_PDLN
3975,VC_DSR_PDLN                         ,13.0,13.1,13.1.1,VC_DSR_PDLN,2017.0,44365.0,VC_DSR_PDLN
3976,VC_DSR_PDLN                         ,13.0,13.1,13.1.1,VC_DSR_PDLN,2020.0,67572.0,VC_DSR_PDLN
3977,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2012.0,0.0,SG_DSR_LGRGSR
3978,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2013.0,0.0,SG_DSR_LGRGSR
3979,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2014.0,0.0,SG_DSR_LGRGSR
3980,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2015.0,0.225,SG_DSR_LGRGSR
3981,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2016.0,0.4,SG_DSR_LGRGSR
3982,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2017.0,0.8,SG_DSR_LGRGSR
3983,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2018.0,0.9,SG_DSR_LGRGSR
3984,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,2020.0,0.375,SG_DSR_LGRGSR
3991,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2012.0,0.0,SG_DSR_SILN
3992,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2013.0,0.0,SG_DSR_SILN
3993,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2014.0,0.0,SG_DSR_SILN
3994,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2015.0,15.0,SG_DSR_SILN
3995,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2016.0,100.0,SG_DSR_SILN
3996,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2017.0,5.0,SG_DSR_SILN
3997,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2018.0,91.0,SG_DSR_SILN
3998,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2019.0,166.0,SG_DSR_SILN
3999,SG_DSR_SILN                         ,13.0,13.1,13.1.3,SG_DSR_SILN,2020.0,257.0,SG_DSR_SILN
4010,SE_GCEDESD_CUR                         ,13.0,13.3,13.3.1,SE_GCEDESD_CUR,2020.0,,SE_GCEDESD_CUR
4021,EN_MAR_CHLANM                    High     ,14.0,14.1,14.1.1,EN_MAR_CHLANM,2018.0,3.94461,EN_MAR_CHLANMHigh
4024,EN_MAR_CHLANM                    High     ,14.0,14.1,14.1.1,EN_MAR_CHLANM,2019.0,1.80452,EN_MAR_CHLANMHigh
4025,EN_MAR_CHLANM                    High     ,14.0,14.1,14.1.1,EN_MAR_CHLANM,2020.0,2.38701,EN_MAR_CHLANMHigh
4030,ER_H2O_FWTL                         ,14.0,14.4,14.4.1,ER_H2O_FWTL,2018.0,,ER_H2O_FWTL
4032,ER_MRN_MARIN              A           ,14.0,14.5,14.5.1,ER_MRN_MARIN,2020.0,0.9,ER_MRN_MARINA
4042,ER_REG_UNFCIM              A           ,14.0,14.6,14.6.1,ER_REG_UNFCIM,2018.0,4.0,ER_REG_UNFCIMA
4043,ER_REG_UNFCIM              A           ,14.0,14.6,14.6.1,ER_REG_UNFCIM,2020.0,4.0,ER_REG_UNFCIMA
4044,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2012.0,,EN_SCP_FSHGDP
4045,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2013.0,0.06089,EN_SCP_FSHGDP
4046,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2014.0,,EN_SCP_FSHGDP
4047,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2015.0,0.04997,EN_SCP_FSHGDP
4048,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2016.0,,EN_SCP_FSHGDP
4049,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2017.0,0.0444,EN_SCP_FSHGDP
4050,EN_SCP_FSHGDP                         ,14.0,14.7,14.7.1,EN_SCP_FSHGDP,2018.0,,EN_SCP_FSHGDP
4051,ER_REG_SSFRAR              A           ,14.0,14.b,14.b.1,ER_REG_SSFRAR,2018.0,3.0,ER_REG_SSFRARA
4052,ER_REG_SSFRAR              A           ,14.0,14.b,14.b.1,ER_REG_SSFRAR,2020.0,4.0,ER_REG_SSFRARA
4065,AG_LND_FRST                         ,15.0,15.1,15.1.1,AG_LND_FRST,2015.0,33.46211,AG_LND_FRST
4066,AG_LND_FRST                         ,15.0,15.1,15.1.1,AG_LND_FRST,2016.0,33.35386,AG_LND_FRST
4067,AG_LND_FRST                         ,15.0,15.1,15.1.1,AG_LND_FRST,2017.0,33.24561,AG_LND_FRST
4068,AG_LND_FRST                         ,15.0,15.1,15.1.1,AG_LND_FRST,2018.0,33.13736,AG_LND_FRST
4069,AG_LND_FRST                         ,15.0,15.1,15.1.1,AG_LND_FRST,2019.0,33.02912,AG_LND_FRST
4070,AG_LND_FRST                         ,15.0,15.1,15.1.1,AG_LND_FRST,2020.0,32.92087,AG_LND_FRST
4071,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2012.0,24.81942,ER_PTD_FRHWTR
4072,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2013.0,24.81942,ER_PTD_FRHWTR
4073,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2014.0,24.81942,ER_PTD_FRHWTR
4074,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2015.0,24.81942,ER_PTD_FRHWTR
4075,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2016.0,24.81942,ER_PTD_FRHWTR
4076,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2017.0,24.81942,ER_PTD_FRHWTR
4077,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2018.0,24.81942,ER_PTD_FRHWTR
4078,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2019.0,24.81942,ER_PTD_FRHWTR
4079,ER_PTD_FRHWTR                         ,15.0,15.1,15.1.2,ER_PTD_FRHWTR,2020.0,24.81942,ER_PTD_FRHWTR
4101,AG_LND_FRSTCHG                         ,15.0,15.2,15.2.1,AG_LND_FRSTCHG,2020.0,-0.54,AG_LND_FRSTCHG
4114,AG_LND_DGRD                         ,15.0,15.3,15.3.1,AG_LND_DGRD,2015.0,24.0,AG_LND_DGRD
4120,ER_MTN_GRNCVI   3           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI,2015.0,98.54286,ER_MTN_GRNCVI3A
4125,ER_MTN_GRNCVI   3           A           ,15.0,15.4,15.4.2,ER_MTN_GRNCVI,2018.0,98.51774,ER_MTN_GRNCVI3A
4127,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2012.0,21.693620000000006,ER_PTD_MTN
4128,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2013.0,21.7367,ER_PTD_MTN
4129,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2014.0,21.9608,ER_PTD_MTN
4130,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2015.0,21.96331,ER_PTD_MTN
4131,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2016.0,21.9647,ER_PTD_MTN
4132,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2017.0,22.02951,ER_PTD_MTN
4133,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2018.0,22.02951,ER_PTD_MTN
4134,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2019.0,22.02951,ER_PTD_MTN
4135,ER_PTD_MTN                         ,15.0,15.4,15.4.1,ER_PTD_MTN,2020.0,22.02951,ER_PTD_MTN
4136,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2012.0,0.72848,ER_RSK_LST
4137,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2013.0,0.72695,ER_RSK_LST
4138,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2014.0,0.7257600000000001,ER_RSK_LST
4139,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2015.0,0.7240800000000001,ER_RSK_LST
4140,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2016.0,0.7219800000000001,ER_RSK_LST
4141,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2017.0,0.72115,ER_RSK_LST
4142,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2018.0,0.72014,ER_RSK_LST
4143,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2019.0,0.71813,ER_RSK_LST
4144,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2020.0,0.71678,ER_RSK_LST
4145,ER_RSK_LST                         ,15.0,15.5,15.5.1,ER_RSK_LST,2021.0,0.71522,ER_RSK_LST
4158,ER_CBD_ORSPGRFA                         ,15.0,15.6,15.6.1,ER_CBD_ORSPGRFA,2016.0,0.0,ER_CBD_ORSPGRFA
4159,ER_CBD_ORSPGRFA                         ,15.0,15.6,15.6.1,ER_CBD_ORSPGRFA,2017.0,0.0,ER_CBD_ORSPGRFA
4160,ER_CBD_ORSPGRFA                         ,15.0,15.6,15.6.1,ER_CBD_ORSPGRFA,2018.0,0.0,ER_CBD_ORSPGRFA
4161,ER_CBD_ORSPGRFA                         ,15.0,15.6,15.6.1,ER_CBD_ORSPGRFA,2019.0,1.0,ER_CBD_ORSPGRFA
4162,ER_CBD_ORSPGRFA                         ,15.0,15.6,15.6.1,ER_CBD_ORSPGRFA,2020.0,1.0,ER_CBD_ORSPGRFA
4163,ER_CBD_ORSPGRFA                         ,15.0,15.6,15.6.1,ER_CBD_ORSPGRFA,2021.0,1.0,ER_CBD_ORSPGRFA
4179,ER_IAS_GLOFUN                         ,15.0,15.8,15.8.1,ER_IAS_GLOFUN,2020.0,0.0,ER_IAS_GLOFUN
4182,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2012.0,18.53,DC_ODA_BDVL
4183,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2013.0,54.6105,DC_ODA_BDVL
4184,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2014.0,43.89986,DC_ODA_BDVL
4185,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2015.0,42.3546,DC_ODA_BDVL
4186,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2016.0,35.92332000000001,DC_ODA_BDVL
4187,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2017.0,18.91733,DC_ODA_BDVL
4188,DC_ODA_BDVL                         ,15.0,15.a,15.a.1,DC_ODA_BDVL,2018.0,26.19112,DC_ODA_BDVL
4189,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2012.0,18.53,DC_ODA_BDVL
4190,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2013.0,54.6105,DC_ODA_BDVL
4191,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2014.0,43.89986,DC_ODA_BDVL
4192,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2015.0,42.3546,DC_ODA_BDVL
4193,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2016.0,35.92332000000001,DC_ODA_BDVL
4194,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2017.0,18.91733,DC_ODA_BDVL
4195,DC_ODA_BDVL                         ,15.0,15.b,15.b.1,DC_ODA_BDVL,2018.0,26.19112,DC_ODA_BDVL
4214,SG_INF_ACCSS                         ,16.0,16.10,16.10.2,SG_INF_ACCSS,2021.0,2008.0,SG_INF_ACCSS
4237,VC_HTF_DETV BOTHSEX                 ALLAGE       ,16.0,16.2,16.2.2,VC_HTF_DETV,2012.0,192.0,VC_HTF_DETVBOTHSEXALLAGE
4238,VC_HTF_DETV BOTHSEX                 ALLAGE       ,16.0,16.2,16.2.2,VC_HTF_DETV,2013.0,234.0,VC_HTF_DETVBOTHSEXALLAGE
4239,VC_HTF_DETV BOTHSEX                 ALLAGE       ,16.0,16.2,16.2.2,VC_HTF_DETV,2014.0,273.0,VC_HTF_DETVBOTHSEXALLAGE
4240,VC_HTF_DETV BOTHSEX                 ALLAGE       ,16.0,16.2,16.2.2,VC_HTF_DETV,2016.0,484.0,VC_HTF_DETVBOTHSEXALLAGE
4241,VC_HTF_DETV BOTHSEX                 ALLAGE       ,16.0,16.2,16.2.2,VC_HTF_DETV,2017.0,333.0,VC_HTF_DETVBOTHSEXALLAGE
4242,VC_PRS_UNSNT                         ,16.0,16.3,16.3.2,VC_PRS_UNSNT,2015.0,48.7,VC_PRS_UNSNT
4243,VC_PRS_UNSNT                         ,16.0,16.3,16.3.2,VC_PRS_UNSNT,2018.0,54.4,VC_PRS_UNSNT
4244,IC_FRM_BRIB                         ,16.0,16.5,16.5.2,IC_FRM_BRIB,2017.0,2.84,IC_FRM_BRIB
4245,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2012.0,96.1274,GF_XPD_GBPC
4246,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2013.0,90.3687,GF_XPD_GBPC
4247,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2014.0,94.2931,GF_XPD_GBPC
4248,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2015.0,88.5273,GF_XPD_GBPC
4249,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2016.0,92.7958,GF_XPD_GBPC
4250,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2017.0,92.5031,GF_XPD_GBPC
4251,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2018.0,97.7758,GF_XPD_GBPC
4252,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2019.0,94.4411,GF_XPD_GBPC
4253,GF_XPD_GBPC                         ,16.0,16.6,16.6.1,GF_XPD_GBPC,2020.0,66.6193,GF_XPD_GBPC
4265,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV,2015.0,0.53191,SG_INT_MBRDEVIBRD
4274,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV,2016.0,0.53191,SG_INT_MBRDEVIBRD
4283,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV,2017.0,0.5291,SG_INT_MBRDEVIBRD
4287,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV,2018.0,0.5291,SG_INT_MBRDEVIBRD
4293,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV,2019.0,0.5291,SG_INT_MBRDEVIBRD
4299,SG_INT_MBRDEV                         IBRD,16.0,16.8,16.8.1,SG_INT_MBRDEV,2020.0,0.5291,SG_INT_MBRDEVIBRD
4338,SG_REG_BRTH                  <5Y       ,16.0,16.9,16.9.1,SG_REG_BRTH,2015.0,96.4,SG_REG_BRTH<5Y
4339,SG_NHR_IMPLN                         ,16.0,16.a,16.a.1,SG_NHR_IMPLN,2015.0,1.0,SG_NHR_IMPLN
4340,SG_NHR_IMPLN                         ,16.0,16.a,16.a.1,SG_NHR_IMPLN,2016.0,1.0,SG_NHR_IMPLN
4341,SG_NHR_IMPLN                         ,16.0,16.a,16.a.1,SG_NHR_IMPLN,2017.0,1.0,SG_NHR_IMPLN
4342,SG_NHR_IMPLN                         ,16.0,16.a,16.a.1,SG_NHR_IMPLN,2018.0,1.0,SG_NHR_IMPLN
4343,SG_NHR_IMPLN                         ,16.0,16.a,16.a.1,SG_NHR_IMPLN,2019.0,1.0,SG_NHR_IMPLN
4344,SG_NHR_IMPLN                         ,16.0,16.a,16.a.1,SG_NHR_IMPLN,2020.0,1.0,SG_NHR_IMPLN
4345,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2012.0,11.685218148847499,GR_G14_GDPA
4346,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2013.0,11.7673604255714,GR_G14_GDPA
4347,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2014.0,12.0577382996211,GR_G14_GDPA
4348,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2015.0,11.4936873618313,GR_G14_GDPA
4349,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2016.0,11.777089491493001,GR_G14_GDPA
4350,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2017.0,11.7133137529715,GR_G14_GDPA
4351,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2018.0,11.714084309034199,GR_G14_GDPA
4352,GR_G14_GDP              A           ,17.0,17.1,17.1.1,GR_G14_GDP,2019.0,11.682580190469404,GR_G14_GDPA
4353,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2012.0,77.933552065961,GC_GOB_TAXDA
4354,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2013.0,91.0556377910764,GC_GOB_TAXDA
4355,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2014.0,77.56087489792141,GC_GOB_TAXDA
4356,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2015.0,80.9915924613026,GC_GOB_TAXDA
4357,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2016.0,83.4097517440248,GC_GOB_TAXDA
4358,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2017.0,84.17138093980459,GC_GOB_TAXDA
4359,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2018.0,79.5949788522599,GC_GOB_TAXDA
4360,GC_GOB_TAXD              A           ,17.0,17.1,17.1.2,GC_GOB_TAXD,2019.0,76.435437685746,GC_GOB_TAXDA
4371,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN,2015.0,14.9893,TM_TAX_WMFNARM
4377,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN,2016.0,15.0,TM_TAX_WMFNARM
4387,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN,2017.0,14.97861,TM_TAX_WMFNARM
4390,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN,2018.0,14.97861,TM_TAX_WMFNARM
4403,TM_TAX_WMFN             ARM            ,17.0,17.10,17.10.1,TM_TAX_WMFN,2019.0,14.99957,TM_TAX_WMFNARM
4444,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2012.0,4.5613199999999985,TM_TAX_DMFNAGR
4447,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2013.0,4.43248,TM_TAX_DMFNAGR
4453,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2014.0,4.43198,TM_TAX_DMFNAGR
4460,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2015.0,4.46322,TM_TAX_DMFNAGR
4469,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2016.0,4.47589,TM_TAX_DMFNAGR
4476,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2017.0,4.42437,TM_TAX_DMFNAGR
4481,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2018.0,4.44745,TM_TAX_DMFNAGR
4493,TM_TAX_DMFN             AGR            ,17.0,17.12,17.12.1,TM_TAX_DMFN,2019.0,10.90446,TM_TAX_DMFNAGR
4620,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2012.0,5.8389999999999995,NE_CON_GOVT_KD_ZG
4621,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2013.0,5.6448,NE_CON_GOVT_KD_ZG
4622,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2014.0,3.6364,NE_CON_GOVT_KD_ZG
4623,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2015.0,0.9431,NE_CON_GOVT_KD_ZG
4624,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2016.0,-3.063,NE_CON_GOVT_KD_ZG
4625,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2017.0,2.0588,NE_CON_GOVT_KD_ZG
4626,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2018.0,6.7261,NE_CON_GOVT_KD_ZG
4627,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2019.0,2.4728,NE_CON_GOVT_KD_ZG
4628,NE_CON_GOVT_KD_ZG                         ,17.0,17.13,17.13.1,NE_CON_GOVT_KD_ZG,2020.0,1.6049,NE_CON_GOVT_KD_ZG
4695,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2012.0,180.0,GF_COM_PPPI
4696,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2013.0,523.0,GF_COM_PPPI
4697,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2014.0,530.2,GF_COM_PPPI
4698,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2015.0,94.0,GF_COM_PPPI
4699,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2016.0,0.0,GF_COM_PPPI
4700,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2017.0,0.0,GF_COM_PPPI
4701,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2018.0,0.0,GF_COM_PPPI
4702,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2019.0,56.4,GF_COM_PPPI
4703,GF_COM_PPPI                         ,17.0,17.17,17.17.1,GF_COM_PPPI,2020.0,5194.5,GF_COM_PPPI
4714,SG_STT_FPOS                         ,17.0,17.18,17.18.2,SG_STT_FPOS,2019.0,0.0,SG_STT_FPOS
4715,SG_STT_FPOS                         ,17.0,17.18,17.18.2,SG_STT_FPOS,2020.0,0.0,SG_STT_FPOS
4716,SG_STT_NSDSFDDNR                         ,17.0,17.18,17.18.3,SG_STT_NSDSFDDNR,2019.0,,SG_STT_NSDSFDDNR
4717,SG_STT_NSDSFDDNR                         ,17.0,17.18,17.18.3,SG_STT_NSDSFDDNR,2020.0,,SG_STT_NSDSFDDNR
4733,SG_STT_CAPTY                         ,17.0,17.19,17.19.1,SG_STT_CAPTY,2018.0,144969.557,SG_STT_CAPTY
4734,BX_TRF_PWKR                         ,17.0,17.3,17.3.2,BX_TRF_PWKR,2012.0,10.0119,BX_TRF_PWKR
