,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Substance use disorders],[Tariff regime (status)],[Severity of price levels],[Sex],[Deviation Level],[Mountain Elevation],[Parliamentary committees],[Mode of transportation],[Fiscal intervention stage],[Type of support],[Type of speed],[Policy instruments],[Policy Domains],[Counterpart],[Type of skill],[Education level],[Type of waste treatment],[Location],[Food Waste Sector],[Name of international agreement],[Reporting Type],[Freq],[Type of product],[Cause of death],[Report Ordinal],[Type of facilities],[Government_Name],[Observation Status],[Type of occupation],[Type of mobile technology],[Name of non-communicable disease],[Grounds of discrimination],[Units],[Level/Status],[Age],[Disability status],[Frequency of Chlorophyll-a concentration],[Activity],[Nature],[Sampling Stations],[Cities],[Level of requirement],[Quantile],[IHR Capacity],[Hazard type],[Migratory status],[Name of international institution]
3993,13.0,13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,320.0,Guatemala,2020.0,0.375,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
3994,13.0,13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2015.0,0.04412,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
3995,13.0,13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2016.0,0.29412,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
3996,13.0,13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2017.0,0.014709999999999999,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
3997,13.0,13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2018.0,0.26765,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
3998,13.0,13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2019.0,0.48823999999999995,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
3999,13.0,13.1,13.1.3,SG_DSR_SILS,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),320.0,Guatemala,2020.0,0.75588,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4000,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2012.0,0.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4001,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2013.0,0.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4002,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2014.0,0.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4003,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2015.0,15.0,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4004,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2016.0,100.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4005,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2017.0,5.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4006,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2018.0,91.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4007,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2019.0,166.0,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4008,13.0,13.1,13.1.3,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),320.0,Guatemala,2020.0,257.0,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4009,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2012.0,0.0,2012,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4010,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2013.0,0.0,2013,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4011,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2014.0,0.0,2014,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4012,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2015.0,340.0,2015,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4013,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2016.0,340.0,2016,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4014,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2017.0,340.0,2017,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4015,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2018.0,340.0,2018,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4016,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2019.0,340.0,2019,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4017,13.0,13.1,13.1.3,SG_GOV_LOGV,Number of local governments (number),320.0,Guatemala,2020.0,340.0,2020,,,,,Sendai Framework Monitoring System as provided by designated national focal points (2021),,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,C,,,,,,,,
4018,13.0,13.3,13.3.1,SE_GCEDESD_NEP,Extent to which global citizenship education and education for sustainable development are mainstreamed in national education policies,320.0,Guatemala,2020.0,,2017-2020,,,,,"Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
4019,13.0,13.3,13.3.1,SE_GCEDESD_CUR,Extent to which global citizenship education and education for sustainable development are mainstreamed in curricula,320.0,Guatemala,2020.0,,2017-2020,,,,,"Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
4020,13.0,13.3,13.3.1,SE_GCEDESD_TED,Extent to which global citizenship education and education for sustainable development are mainstreamed in teacher education,320.0,Guatemala,2020.0,,2017-2020,,,,,"Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
4021,13.0,13.3,13.3.1,SE_GCEDESD_SAS,Extent to which global citizenship education and education for sustainable development are mainstreamed in student assessment,320.0,Guatemala,2020.0,,2017-2020,,,,,"Country reports on the implementation of the UNESCO 1974 Recommendation concerning Education for International Understanding, Co-operation and Peace and Education relating to Human Rights and Fundamental Freedoms",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,INDEX,,,,,,C,,,,,,,,
4022,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2012.0,4.79,2012,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4023,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2013.0,17.55,2013,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4024,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2014.0,3.26,2014,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4025,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2015.0,0.09,2015,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4026,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2016.0,0.12,2016,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4027,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2017.0,0.41,2017,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4028,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2018.0,1.06,2018,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4029,14.0,14.1,14.1.1,EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing (%)",320.0,Guatemala,2019.0,0.07,2019,,,,,World Environment Situation Room,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
4036,14.0,14.1,14.1.1,EN_MAR_BEALITSQ,Beach litter per square kilometer (Number),320.0,Guatemala,2016.0,4017753.0,2016,,,,,"Plastic Pollution (MLW, MDMAP, ICC)",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,E,,,,,,,,
4037,14.0,14.1,14.1.1,EN_MAR_BEALITSQ,Beach litter per square kilometer (Number),320.0,Guatemala,2017.0,10803670.0,2017,,,,,"Plastic Pollution (MLW, MDMAP, ICC)",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,E,,,,,,,,
4038,14.0,14.1,14.1.1,EN_MAR_BEALITSQ,Beach litter per square kilometer (Number),320.0,Guatemala,2018.0,250689.0,2018,,,,,"Plastic Pollution (MLW, MDMAP, ICC)",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,NUMBER,,,,,,E,,,,,,,,
4039,14.0,14.4,14.4.1,ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),320.0,Guatemala,2018.0,,2018,,,,,,,Data is not produced yet,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,,,,,,,,,
4040,14.0,14.5,14.5.1,ER_MRN_MARINT,Protected marine area (Exclusive Economic Zones) (square kilometres),320.0,Guatemala,2020.0,1065.19398,2020,,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).",,"The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coa",,,,,,,,,,,,,,,,,,,,,G,,,,,,,A,,,,,KMSQ,,,,,,C,,,,,,,,
4041,14.0,14.5,14.5.1,ER_MRN_MARIN,Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%),320.0,Guatemala,2020.0,0.9,2020,,,,,"Protected Planet: The World Database on Protected Areas (WDPA) [On-line], December, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).",,"The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coa",,,,,,,,,,,,,,,,,,,,,G,,,,,,,A,,,,,PERCENT,,,,,,C,,,,,,,,
4053,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2012.0,,2012,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,Not Available,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,N,,,,,,,,
4054,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2013.0,0.06089,2013,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,CA,,,,,,,,
4055,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2014.0,,2014,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,Not Available,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,N,,,,,,,,
4056,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2015.0,0.04997,2015,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,CA,,,,,,,,
4057,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2016.0,,2016,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,Not Available,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,N,,,,,,,,
4058,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2017.0,0.0444,2017,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,CA,,,,,,,,
4059,14.0,14.7,14.7.1,EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP,320.0,Guatemala,2018.0,,2018,,,,,Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources.,,Not Available,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,N,,,,,,,,
4060,14.0,14.b,14.b.1,ER_REG_SSFRAR,Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest),320.0,Guatemala,2018.0,3.0,2018,,,,,Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting ,,Level of implementation: 1 lowest to 5 highest,,,,,,,,,,,,,,,,,,,,,G,,,,,,,A,,,,,NUMBER,,,,,,C,,,,,,,,
4061,14.0,14.b,14.b.1,ER_REG_SSFRAR,Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest),320.0,Guatemala,2020.0,4.0,2020,,,,,Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting ,,Level of implementation: 1 lowest to 5 highest,,,,,,,,,,,,,,,,,,,,,G,,,,,,,A,,,,,NUMBER,,,,,,C,,,,,,,,
4062,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),320.0,Guatemala,2015.0,10716.0,2015,,,,,Data from FAOSTAT extracted 20210125,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,E,,,,,,,,
4063,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),320.0,Guatemala,2016.0,10716.0,2016,,,,,Data from FAOSTAT extracted 20210125,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,E,,,,,,,,
4064,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),320.0,Guatemala,2017.0,10716.0,2017,,,,,Data from FAOSTAT extracted 20210125,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,E,,,,,,,,
4065,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),320.0,Guatemala,2018.0,10716.0,2018,,,,,Data from FAOSTAT extracted 20210125,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,E,,,,,,,,
4066,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),320.0,Guatemala,2019.0,10716.0,2019,,,,,FAO estimate based on FAOSTAT data from 2018,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,E,,,,,,,,
4067,15.0,15.1,15.1.1,AG_LND_TOTL,Land area (thousands of hectares),320.0,Guatemala,2020.0,10716.0,2020,,,,,FAO estimate based on FAOSTAT data from 2018,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,E,,,,,,,,
4068,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320.0,Guatemala,2015.0,3585.8,2015,,,,,"FAO, Global Forest Resources Assessment",,Official Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,C,,,,,,,,
4069,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320.0,Guatemala,2016.0,3574.2,2016,,,,,"FAO, Global Forest Resources Assessment",,Official Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,C,,,,,,,,
4070,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320.0,Guatemala,2017.0,3562.6,2017,,,,,"FAO, Global Forest Resources Assessment",,Official Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,C,,,,,,,,
4071,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320.0,Guatemala,2018.0,3551.0,2018,,,,,"FAO, Global Forest Resources Assessment",,Official Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,C,,,,,,,,
4072,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320.0,Guatemala,2019.0,3539.4,2019,,,,,"FAO, Global Forest Resources Assessment",,Official Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,C,,,,,,,,
4073,15.0,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320.0,Guatemala,2020.0,3527.8,2020,,,,,"FAO, Global Forest Resources Assessment",,Official Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,HA_TH,,,,,,C,,,,,,,,
4074,15.0,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),320.0,Guatemala,2015.0,33.462109999999996,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4075,15.0,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),320.0,Guatemala,2016.0,33.35386,2016,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4076,15.0,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),320.0,Guatemala,2017.0,33.24561,2017,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4077,15.0,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),320.0,Guatemala,2018.0,33.13736,2018,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4078,15.0,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),320.0,Guatemala,2019.0,33.02912,2019,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4079,15.0,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),320.0,Guatemala,2020.0,32.92087,2020,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
4098,15.0,15.2,15.2.1,AG_LND_FRSTBIOPHA,Above-ground biomass stock in forest (tonnes per hectare),320.0,Guatemala,2015.0,124.05,2015,,,,,"FAO, Global Forest Resources Assessment",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,T_PER_HA,,,,,,C,,,,,,,,
4099,15.0,15.2,15.2.1,AG_LND_FRSTBIOPHA,Above-ground biomass stock in forest (tonnes per hectare),320.0,Guatemala,2016.0,124.05,2016,,,,,"FAO, Global Forest Resources Assessment",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,T_PER_HA,,,,,,C,,,,,,,,
4100,15.0,15.2,15.2.1,AG_LND_FRSTBIOPHA,Above-ground biomass stock in forest (tonnes per hectare),320.0,Guatemala,2017.0,124.05,2017,,,,,"FAO, Global Forest Resources Assessment",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,T_PER_HA,,,,,,C,,,,,,,,
4101,15.0,15.2,15.2.1,AG_LND_FRSTBIOPHA,Above-ground biomass stock in forest (tonnes per hectare),320.0,Guatemala,2018.0,124.05,2018,,,,,"FAO, Global Forest Resources Assessment",,Official country report to FAO (FRA 2020),,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,T_PER_HA,,,,,,C,,,,,,,,
